word,encoded_word,language
ועם,[ 6 16 24],Hebrew
exact,[19 15 21  2  1],English
motel,[18 24  1 19 25],English
הדרגתי,[ 5  4 20  3 22 10],Hebrew
יכולות,[10 11  6 12  6 22],Hebrew
beta,[14 19  1 21],English
שמספרו,[21 13 15 17 20  6],Hebrew
מדויקת,[13  4  6 10 19 22],Hebrew
אותך,[ 1  6 22 25],Hebrew
מלאו,[13 12  1  6],Hebrew
clerk,[ 2 25 19 20 12],English
עמה,[16 13  5],Hebrew
inclusion,[23 13  2 25  6  4 23 24 13],English
impossible,[23 18 17 24  4  4 23 14 25 19],English
citation,[ 2 23  1 21  1 23 24 13],English
lean,[25 19 21 13],English
ביצורים,[ 2 10 18  6 20 10 24],Hebrew
תיאורים,[22 10  1  6 20 10 24],Hebrew
שעדיין,[21 16  4 10 10 23],Hebrew
פס,[17 15],Hebrew
מסוגל,[13 15  6  3 12],Hebrew
treasurer,[ 1 20 19 21  4  6 20 19 20],English
מסכת,[13 15 11 22],Hebrew
some,[ 4 24 18 19],English
sodium,[ 4 24  3 23  6 18],English
חיוביות,[ 8 10  6  2 10  6 22],Hebrew
yea,[ 9 19 21],English
ולנסות,[ 6 12 14 15  6 22],Hebrew
salary,[ 4 21 25 21 20  9],English
momentum,[18 24 18 19 13  1  6 18],English
הדמיון,[ 5  4 13 10  6 23],Hebrew
נושאת,[14  6 21  1 22],Hebrew
valium,[ 5 21 25 23  6 18],English
denver,[ 3 19 13  5 19 20],English
ביכולתו,[ 2 10 11  6 12 22  6],Hebrew
guys,[16  6  9  4],English
faster,[11 21  4  1 19 20],English
מין,[13 10 23],Hebrew
cosmetic,[ 2 24  4 18 19  1 23  2],English
fraction,[11 20 21  2  1 23 24 13],English
העשור,[ 5 16 21  6 20],Hebrew
סיפקו,[15 10 17 19  6],Hebrew
שעיר,[21 16 10 20],Hebrew
piss,[17 23  4  4],English
הבוהן,[ 5  2  6  5 23],Hebrew
boundaries,[14 24  6 13  3 21 20 23 19  4],English
funky,[11  6 13 12  9],English
השחרור,[ 5 21  8 20  6 20],Hebrew
לתא,[12 22  1],Hebrew
adopt,[21  3 24 17  1],English
נפילתו,[14 17 10 12 22  6],Hebrew
כבלתי,[11  2 12 22 10],Hebrew
אשכול,[ 1 21 11  6 12],Hebrew
להכין,[12  5 11 10 23],Hebrew
דתית,[ 4 22 10 22],Hebrew
covered,[ 2 24  5 19 20 19  3],English
בראש,[ 2 20  1 21],Hebrew
scientists,[ 4  2 23 19 13  1 23  4  1  4],English
לדיון,[12  4 10  6 23],Hebrew
discussions,[ 3 23  4  2  6  4  4 23 24 13  4],English
apparatus,[21 17 17 21 20 21  1  6  4],English
robbie,[20 24 14 14 23 19],English
לשלב,[12 21 12  2],Hebrew
rose,[20 24  4 19],English
regional,[20 19 16 23 24 13 21 25],English
beatles,[14 19 21  1 25 19  4],English
באוניברסיטה,[ 2  1  6 14 10  2 20 15 10  9  5],Hebrew
רשימה,[20 21 10 13  5],Hebrew
unsubscribe,[ 6 13  4  6 14  4  2 20 23 14 19],English
dig,[ 3 23 16],English
ובמידה,[ 6  2 13 10  4  5],Hebrew
הרגיל,[ 5 20  3 10 12],Hebrew
adjustments,[21  3  8  6  4  1 18 19 13  1  4],English
bass,[14 21  4  4],English
unlock,[ 6 13 25 24  2 12],English
בשנים,[ 2 21 14 10 24],Hebrew
קום,[19  6 24],Hebrew
endorsement,[19 13  3 24 20  4 19 18 19 13  1],English
belfast,[14 19 25 11 21  4  1],English
לבוא,[12  2  6  1],Hebrew
בנו,[ 2 14  6],Hebrew
אישום,[ 1 10 21  6 24],Hebrew
מסוימת,[13 15  6 10 13 22],Hebrew
לפרסום,[12 17 20 15  6 24],Hebrew
לאחד,[12  1  8  4],Hebrew
לשים,[12 21 10 24],Hebrew
מאורעות,[13  1  6 20 16  6 22],Hebrew
oxygen,[24 15  9 16 19 13],English
שהן,[21  5 23],Hebrew
reliance,[20 19 25 23 21 13  2 19],English
tropical,[ 1 20 24 17 23  2 21 25],English
luxury,[25  6 15  6 20  9],English
הוכנסו,[ 5  6 11 14 15  6],Hebrew
נדמה,[14  4 13  5],Hebrew
seminars,[ 4 19 18 23 13 21 20  4],English
מטרתו,[13  9 20 22  6],Hebrew
tf,[ 1 11],English
mustang,[18  6  4  1 21 13 16],English
ציבורית,[18 10  2  6 20 10 22],Hebrew
purposes,[17  6 20 17 24  4 19  4],English
minimize,[18 23 13 23 18 23  7 19],English
וכמה,[ 6 11 13  5],Hebrew
במונח,[ 2 13  6 14  8],Hebrew
written,[29 20 23  1  1 19 13],English
sh,[ 4 10],English
horse,[10 24 20  4 19],English
מפעלים,[13 17 16 12 10 24],Hebrew
jump,[ 8  6 18 17],English
חודשיים,[ 8  6  4 21 10 10 24],Hebrew
הרג,[ 5 20  3],Hebrew
expenses,[19 15 17 19 13  4 19  4],English
החליטה,[ 5  8 12 10  9  5],Hebrew
springfield,[ 4 17 20 23 13 16 11 23 19 25  3],English
capabilities,[ 2 21 17 21 14 23 25 23  1 23 19  4],English
תמורת,[22 13  6 20 22],Hebrew
exclusive,[19 15  2 25  6  4 23  5 19],English
שבתוך,[21  2 22  6 25],Hebrew
greeting,[16 20 19 19  1 23 13 16],English
ממאה,[13 13  1  5],Hebrew
wifi,[29 23 11 23],English
חצר,[ 8 18 20],Hebrew
imposed,[23 18 17 24  4 19  3],English
hardware,[10 21 20  3 29 21 20 19],English
יבש,[10  2 21],Hebrew
שילמו,[21 10 12 13  6],Hebrew
scale,[ 4  2 21 25 19],English
הוכיח,[ 5  6 11 10  8],Hebrew
אחריה,[ 1  8 20 10  5],Hebrew
לוקח,[12  6 19  8],Hebrew
הגעת,[ 5  3 16 22],Hebrew
ובמיוחד,[ 6  2 13 10  6  8  4],Hebrew
thats,[ 1 10 21  1  4],English
שלטו,[21 12  9  6],Hebrew
ירוקים,[10 20  6 19 10 24],Hebrew
מדריכים,[13  4 20 10 11 10 24],Hebrew
טיפוסי,[ 9 10 17  6 15 10],Hebrew
לציבור,[12 18 10  2  6 20],Hebrew
gods,[16 24  3  4],English
קברי,[19  2 20 10],Hebrew
reid,[20 19 23  3],English
החלטות,[ 5  8 12  9  6 22],Hebrew
תרבות,[22 20  2  6 22],Hebrew
analyze,[21 13 21 25  9  7 19],English
הציגו,[ 5 18 10  3  6],Hebrew
שוכנים,[21  6 11 14 10 24],Hebrew
הפירמידות,[ 5 17 10 20 13 10  4  6 22],Hebrew
click,[ 2 25 23  2 12],English
partially,[17 21 20  1 23 21 25 25  9],English
alpha,[21 25 17 10 21],English
ea,[19 21],English
upgrade,[ 6 17 16 20 21  3 19],English
בבתים,[ 2  2 22 10 24],Hebrew
sheets,[ 4 10 19 19  1  4],English
mate,[18 21  1 19],English
president,[17 20 19  4 23  3 19 13  1],English
nervous,[13 19 20  5 24  6  4],English
methods,[18 19  1 10 24  3  4],English
then,[ 1 10 19 13],English
apple,[21 17 17 25 19],English
flags,[11 25 21 16  4],English
criminal,[ 2 20 23 18 23 13 21 25],English
samba,[ 4 21 18 14 21],English
opening,[24 17 19 13 23 13 16],English
הביטוח,[ 5  2 10  9  6  8],Hebrew
תלמידים,[22 12 13 10  4 10 24],Hebrew
כאמצעי,[11  1 13 18 16 10],Hebrew
accept,[21  2  2 19 17  1],English
hottest,[10 24  1  1 19  4  1],English
bare,[14 21 20 19],English
אקצה,[ 1 19 18  5],Hebrew
איזו,[ 1 10  7  6],Hebrew
rooms,[20 24 24 18  4],English
treasury,[ 1 20 19 21  4  6 20  9],English
המשורר,[ 5 13 21  6 20 20],Hebrew
יעיל,[10 16 10 12],Hebrew
הן,[ 5 23],Hebrew
up,[ 6 17],English
לימוד,[12 10 13  6  4],Hebrew
fingering,[11 23 13 16 19 20 23 13 16],English
התקיפו,[ 5 22 19 10 17  6],Hebrew
headphones,[10 19 21  3 17 10 24 13 19  4],English
evans,[19  5 21 13  4],English
הקולות,[ 5 19  6 12  6 22],Hebrew
טבעה,[ 9  2 16  5],Hebrew
בדומה,[ 2  4  6 13  5],Hebrew
בשבילי,[ 2 21  2 10 12 10],Hebrew
democrats,[ 3 19 18 24  2 20 21  1  4],English
beds,[14 19  3  4],English
מאפיינים,[13  1 17 10 10 14 10 24],Hebrew
spring,[ 4 17 20 23 13 16],English
לימד,[12 10 13  4],Hebrew
הדתיים,[ 5  4 22 10 10 24],Hebrew
התיק,[ 5 22 10 19],Hebrew
san,[ 4 21 13],English
הפוכה,[ 5 17  6 11  5],Hebrew
לעתיד,[12 16 22 10  4],Hebrew
variance,[ 5 21 20 23 21 13  2 19],English
הקודמת,[ 5 19  6  4 13 22],Hebrew
שאליה,[21  1 12 10  5],Hebrew
הקלע,[ 5 19 12 16],Hebrew
mesh,[18 19  4 10],English
ורוב,[ 6 20  6  2],Hebrew
עמוקים,[16 13  6 19 10 24],Hebrew
שריפה,[21 20 10 17  5],Hebrew
בעליצות,[ 2 16 12 10 18  6 22],Hebrew
מפעילי,[13 17 16 10 12 10],Hebrew
ידידות,[10  4 10  4  6 22],Hebrew
fee,[11 19 19],English
המפקדים,[ 5 13 17 19  4 10 24],Hebrew
authorities,[21  6  1 10 24 20 23  1 23 19  4],English
מתה,[13 22  5],Hebrew
מקדשים,[13 19  4 21 10 24],Hebrew
epinions,[19 17 23 13 23 24 13  4],English
freebsd,[11 20 19 19 14  4  3],English
mines,[18 23 13 19  4],English
להפריד,[12  5 17 20 10  4],Hebrew
incentives,[23 13  2 19 13  1 23  5 19  4],English
harley,[10 21 20 25 19  9],English
הסרט,[ 5 15 20  9],Hebrew
החזקים,[ 5  8  7 19 10 24],Hebrew
brazilian,[14 20 21  7 23 25 23 21 13],English
מכוניות,[13 11  6 14 10  6 22],Hebrew
אחים,[ 1  8 10 24],Hebrew
founder,[11 24  6 13  3 19 20],English
effective,[19 11 11 19  2  1 23  5 19],English
bad,[14 21  3],English
ממני,[13 13 14 10],Hebrew
במציאות,[ 2 13 18 10  1  6 22],Hebrew
בפרק,[ 2 17 20 19],Hebrew
emma,[19 18 18 21],English
נדרשו,[14  4 20 21  6],Hebrew
הון,[ 5  6 23],Hebrew
check,[ 2 10 19  2 12],English
edward,[19  3 29 21 20  3],English
להתקרב,[12  5 22 19 20  2],Hebrew
השתמשו,[ 5 21 22 13 21  6],Hebrew
הסובייטי,[ 5 15  6  2 10 10  9 10],Hebrew
במסגרתו,[ 2 13 15  3 20 22  6],Hebrew
families,[11 21 18 23 25 23 19  4],English
ביצים,[ 2 10 18 10 24],Hebrew
cuts,[2 6 1 4],English
rob,[20 24 14],English
האיזוטופים,[ 5  1 10  7  6  9  6 17 10 24],Hebrew
טרופיים,[ 9 20  6 17 10 10 24],Hebrew
במאבק,[ 2 13  1  2 19],Hebrew
blood,[14 25 24 24  3],English
זרימת,[ 7 20 10 13 22],Hebrew
נפל,[14 17 12],Hebrew
נוכח,[14  6 11  8],Hebrew
needed,[13 19 19  3 19  3],English
fred,[11 20 19  3],English
לפעולה,[12 17 16  6 12  5],Hebrew
במקומה,[ 2 13 19  6 13  5],Hebrew
משמאל,[13 21 13  1 12],Hebrew
לחצות,[12  8 18  6 22],Hebrew
צד,[18  4],Hebrew
dream,[ 3 20 19 21 18],English
muze,[18  6  7 19],English
האקדמיה,[ 5  1 19  4 13 10  5],Hebrew
saddam,[ 4 21  3  3 21 18],English
הגרעינית,[ 5  3 20 16 10 14 10 22],Hebrew
threat,[ 1 10 20 19 21  1],English
nuclear,[13  6  2 25 19 21 20],English
תרגילי,[22 20  3 10 12 10],Hebrew
הנראה,[ 5 14 20  1  5],Hebrew
לערוך,[12 16 20  6 25],Hebrew
seasonal,[ 4 19 21  4 24 13 21 25],English
mpg,[18 17 16],English
המוני,[ 5 13  6 14 10],Hebrew
tool,[ 1 24 24 25],English
ובתחילת,[ 6  2 22  8 10 12 22],Hebrew
road,[20 24 21  3],English
קצב,[19 18  2],Hebrew
oem,[24 19 18],English
הכנימה,[ 5 11 14 10 13  5],Hebrew
mg,[18 16],English
respective,[20 19  4 17 19  2  1 23  5 19],English
נתפסים,[14 22 17 15 10 24],Hebrew
war,[29 21 20],English
twist,[ 1 29 23  4  1],English
הושפע,[ 5  6 21 17 16],Hebrew
מיום,[13 10  6 24],Hebrew
motivation,[18 24  1 23  5 21  1 23 24 13],English
שלך,[21 12 25],Hebrew
קיצונים,[19 10 18  6 14 10 24],Hebrew
המחאות,[ 5 13  8  1  6 22],Hebrew
לעצב,[12 16 18  2],Hebrew
wanted,[29 21 13  1 19  3],English
פקידי,[17 19 10  4 10],Hebrew
evaluated,[19  5 21 25  6 21  1 19  3],English
כולן,[11  6 12 23],Hebrew
יישוב,[10 10 21  6  2],Hebrew
composed,[ 2 24 18 17 24  4 19  3],English
questions,[28  6 19  4  1 23 24 13  4],English
המרחבי,[ 5 13 20  8  2 10],Hebrew
עומד,[16  6 13  4],Hebrew
creature,[ 2 20 19 21  1  6 20 19],English
statement,[ 4  1 21  1 19 18 19 13  1],English
wires,[29 23 20 19  4],English
friendship,[11 20 23 19 13  3  4 10 23 17],English
שהוקמה,[21  5  6 19 13  5],Hebrew
libs,[25 23 14  4],English
בבד,[2 2 4],Hebrew
personnel,[17 19 20  4 24 13 13 19 25],English
ועל,[ 6 16 12],Hebrew
המתארת,[ 5 13 22  1 20 22],Hebrew
ליבה,[12 10  2  5],Hebrew
התפתחות,[ 5 22 17 22  8  6 22],Hebrew
נעצרו,[14 16 18 20  6],Hebrew
moved,[18 24  5 19  3],English
podcast,[17 24  3  2 21  4  1],English
kentucky,[12 19 13  1  6  2 12  9],English
bureau,[14  6 20 19 21  6],English
איך,[ 1 10 25],Hebrew
פי,[17 10],Hebrew
concentrations,[ 2 24 13  2 19 13  1 20 21  1 23 24 13  4],English
mounting,[18 24  6 13  1 23 13 16],English
focuses,[11 24  2  6  4 19  4],English
היבשתי,[ 5 10  2 21 22 10],Hebrew
המאה,[ 5 13  1  5],Hebrew
מעז,[13 16  7],Hebrew
בהשראת,[ 2  5 21 20  1 22],Hebrew
cooperation,[ 2 24 24 17 19 20 21  1 23 24 13],English
title,[ 1 23  1 25 19],English
all,[21 25 25],English
mary,[18 21 20  9],English
fr,[11 20],English
designers,[ 3 19  4 23 16 13 19 20  4],English
רשימות,[20 21 10 13  6 22],Hebrew
אינן,[ 1 10 14 23],Hebrew
pop,[17 24 17],English
lace,[25 21  2 19],English
dental,[ 3 19 13  1 21 25],English
participated,[17 21 20  1 23  2 23 17 21  1 19  3],English
פרשים,[17 20 21 10 24],Hebrew
המרי,[ 5 13 20 10],Hebrew
הבניין,[ 5  2 14 10 10 23],Hebrew
פלדה,[17 12  4  5],Hebrew
supported,[ 4  6 17 17 24 20  1 19  3],English
property,[17 20 24 17 19 20  1  9],English
יצר,[10 18 20],Hebrew
להניע,[12  5 14 10 16],Hebrew
גלוקוז,[ 3 12  6 19  6  7],Hebrew
בנמצא,[ 2 14 13 18  1],Hebrew
המלכותי,[ 5 13 12 11  6 22 10],Hebrew
walter,[29 21 25  1 19 20],English
כהן,[11  5 23],Hebrew
זבוב,[7 2 6 2],Hebrew
davidson,[ 3 21  5 23  3  4 24 13],English
אורות,[ 1  6 20  6 22],Hebrew
המאמר,[ 5 13  1 13 20],Hebrew
מוזיאונים,[13  6  7 10  1  6 14 10 24],Hebrew
administrator,[21  3 18 23 13 23  4  1 20 21  1 24 20],English
since,[ 4 23 13  2 19],English
החופשי,[ 5  8  6 17 21 10],Hebrew
מהוות,[13  5  6  6 22],Hebrew
חשמלי,[ 8 21 13 12 10],Hebrew
באמנות,[ 2  1 13 14  6 22],Hebrew
attraction,[21  1  1 20 21  2  1 23 24 13],English
בכמה,[ 2 11 13  5],Hebrew
industry,[23 13  3  6  4  1 20  9],English
eleven,[19 25 19  5 19 13],English
operators,[24 17 19 20 21  1 24 20  4],English
hz,[10  7],English
sit,[ 4 23  1],English
annotated,[21 13 13 24  1 21  1 19  3],English
בעיר,[ 2 16 10 20],Hebrew
הורמונים,[ 5  6 20 13  6 14 10 24],Hebrew
service,[ 4 19 20  5 23  2 19],English
insertion,[23 13  4 19 20  1 23 24 13],English
normal,[13 24 20 18 21 25],English
הפדרציה,[ 5 17  4 20 18 10  5],Hebrew
מוסד,[13  6 15  4],Hebrew
theme,[ 1 10 19 18 19],English
הסתערו,[ 5 15 22 16 20  6],Hebrew
בשורה,[ 2 21  6 20  5],Hebrew
ההתערבות,[ 5  5 22 16 20  2  6 22],Hebrew
בתוכי,[ 2 22  6 11 10],Hebrew
hospitals,[10 24  4 17 23  1 21 25  4],English
הקיץ,[ 5 19 10 27],Hebrew
west,[29 19  4  1],English
הניתן,[ 5 14 10 22 23],Hebrew
browsing,[14 20 24 29  4 23 13 16],English
opera,[24 17 19 20 21],English
יצירותיו,[10 18 10 20  6 22 10  6],Hebrew
stat,[ 4  1 21  1],English
עמדה,[16 13  4  5],Hebrew
שאלת,[21  1 12 22],Hebrew
arthur,[21 20  1 10  6 20],English
תורם,[22  6 20 24],Hebrew
planets,[17 25 21 13 19  1  4],English
הוקם,[ 5  6 19 24],Hebrew
delivery,[ 3 19 25 23  5 19 20  9],English
הצלה,[ 5 18 12  5],Hebrew
representing,[20 19 17 20 19  4 19 13  1 23 13 16],English
healthcare,[10 19 21 25  1 10  2 21 20 19],English
יכולנו,[10 11  6 12 14  6],Hebrew
כיצד,[11 10 18  4],Hebrew
means,[18 19 21 13  4],English
investor,[23 13  5 19  4  1 24 20],English
conjunction,[ 2 24 13  8  6 13  2  1 23 24 13],English
ו,[6],Hebrew
unusual,[ 6 13  6  4  6 21 25],English
around,[21 20 24  6 13  3],English
סעיף,[15 16 10 26],Hebrew
תקיפה,[22 19 10 17  5],Hebrew
bind,[14 23 13  3],English
strain,[ 4  1 20 21 23 13],English
thou,[ 1 10 24  6],English
קילומטר,[19 10 12  6 13  9 20],Hebrew
quality,[28  6 21 25 23  1  9],English
necklace,[13 19  2 12 25 21  2 19],English
elevation,[19 25 19  5 21  1 23 24 13],English
coverage,[ 2 24  5 19 20 21 16 19],English
immediately,[23 18 18 19  3 23 21  1 19 25  9],English
בתפקידו,[ 2 22 17 19 10  4  6],Hebrew
reproduction,[20 19 17 20 24  3  6  2  1 23 24 13],English
wood,[29 24 24  3],English
large,[25 21 20 16 19],English
kernel,[12 19 20 13 19 25],English
הגאונים,[ 5  3  1  6 14 10 24],Hebrew
ושירים,[ 6 21 10 20 10 24],Hebrew
אלוהים,[ 1 12  6  5 10 24],Hebrew
מכדי,[13 11  4 10],Hebrew
הנוכחי,[ 5 14  6 11  8 10],Hebrew
sudan,[ 4  6  3 21 13],English
varieties,[ 5 21 20 23 19  1 23 19  4],English
lows,[25 24 29  4],English
asked,[21  4 12 19  3],English
הטבע,[ 5  9  2 16],Hebrew
orlando,[24 20 25 21 13  3 24],English
obj,[24 14  8],English
objective,[24 14  8 19  2  1 23  5 19],English
bloomberg,[14 25 24 24 18 14 19 20 16],English
nudist,[13  6  3 23  4  1],English
אומנם,[ 1  6 13 14 24],Hebrew
גל,[ 3 12],Hebrew
הקרובים,[ 5 19 20  6  2 10 24],Hebrew
parliamentary,[17 21 20 25 23 21 18 19 13  1 21 20  9],English
המטרה,[ 5 13  9 20  5],Hebrew
exhibition,[19 15 10 23 14 23  1 23 24 13],English
איי,[ 1 10 10],Hebrew
בתחומי,[ 2 22  8  6 13 10],Hebrew
radar,[20 21  3 21 20],English
customize,[ 2  6  4  1 24 18 23  7 19],English
admissions,[21  3 18 23  4  4 23 24 13  4],English
hartford,[10 21 20  1 11 24 20  3],English
believed,[14 19 25 23 19  5 19  3],English
operations,[24 17 19 20 21  1 23 24 13  4],English
qualify,[28  6 21 25 23 11  9],English
מתאימה,[13 22  1 10 13  5],Hebrew
יריב,[10 20 10  2],Hebrew
architectural,[21 20  2 10 23  1 19  2  1  6 20 21 25],English
professor,[17 20 24 11 19  4  4 24 20],English
okay,[24 12 21  9],English
frame,[11 20 21 18 19],English
advertise,[21  3  5 19 20  1 23  4 19],English
בד,[2 4],Hebrew
תנו,[22 14  6],Hebrew
מוקד,[13  6 19  4],Hebrew
מתת,[13 22 22],Hebrew
conflicts,[ 2 24 13 11 25 23  2  1  4],English
associations,[21  4  4 24  2 23 21  1 23 24 13  4],English
שרפו,[21 20 17  6],Hebrew
tiger,[ 1 23 16 19 20],English
raid,[20 21 23  3],English
porno,[17 24 20 13 24],English
נותרו,[14  6 22 20  6],Hebrew
עממית,[16 13 13 10 22],Hebrew
תודה,[22  6  4  5],Hebrew
sale,[ 4 21 25 19],English
הזאת,[ 5  7  1 22],Hebrew
יצירות,[10 18 10 20  6 22],Hebrew
וגרם,[ 6  3 20 24],Hebrew
attacked,[21  1  1 21  2 12 19  3],English
השיבה,[ 5 21 10  2  5],Hebrew
למזרח,[12 13  7 20  8],Hebrew
keno,[12 19 13 24],English
הרגליים,[ 5 20  3 12 10 10 24],Hebrew
heater,[10 19 21  1 19 20],English
gb,[16 14],English
reasoning,[20 19 21  4 24 13 23 13 16],English
סוסים,[15  6 15 10 24],Hebrew
בעדם,[ 2 16  4 24],Hebrew
נשמת,[14 21 13 22],Hebrew
symantec,[ 4  9 18 21 13  1 19  2],English
nicole,[13 23  2 24 25 19],English
johnny,[ 8 24 10 13 13  9],English
משקאות,[13 21 19  1  6 22],Hebrew
chevrolet,[ 2 10 19  5 20 24 25 19  1],English
century,[ 2 19 13  1  6 20  9],English
שכנה,[21 11 14  5],Hebrew
מקובלת,[13 19  6  2 12 22],Hebrew
reducing,[20 19  3  6  2 23 13 16],English
discussing,[ 3 23  4  2  6  4  4 23 13 16],English
think,[ 1 10 23 13 12],English
bl,[14 25],English
state,[ 4  1 21  1 19],English
radiation,[20 21  3 23 21  1 23 24 13],English
בעונת,[ 2 16  6 14 22],Hebrew
בשימוש,[ 2 21 10 13  6 21],Hebrew
ns,[13  4],English
purchasing,[17  6 20  2 10 21  4 23 13 16],English
הדורות,[ 5  4  6 20  6 22],Hebrew
pixels,[17 23 15 19 25  4],English
בעניין,[ 2 16 14 10 10 23],Hebrew
אגם,[ 1  3 24],Hebrew
len,[25 19 13],English
נטיתי,[14  9 10 22 10],Hebrew
דגמים,[ 4  3 13 10 24],Hebrew
תנאים,[22 14  1 10 24],Hebrew
שתן,[21 22 23],Hebrew
yoga,[ 9 24 16 21],English
towns,[ 1 24 29 13  4],English
לכל,[12 11 12],Hebrew
אווירית,[ 1  6  6 10 20 10 22],Hebrew
health,[10 19 21 25  1 10],English
הארצי,[ 5  1 20 18 10],Hebrew
valentine,[ 5 21 25 19 13  1 23 13 19],English
ronald,[20 24 13 21 25  3],English
לרגל,[12 20  3 12],Hebrew
dow,[ 3 24 29],English
felt,[11 19 25  1],English
ועקב,[ 6 16 19  2],Hebrew
גלוי,[ 3 12  6 10],Hebrew
כאיש,[11  1 10 21],Hebrew
איפה,[ 1 10 17  5],Hebrew
ומשם,[ 6 13 21 24],Hebrew
hungarian,[10  6 13 16 21 20 23 21 13],English
תבוסת,[22  2  6 15 22],Hebrew
tapes,[ 1 21 17 19  4],English
פשרת,[17 21 20 22],Hebrew
subsidiaries,[ 4  6 14  4 23  3 23 21 20 23 19  4],English
pharmacies,[17 10 21 20 18 21  2 23 19  4],English
עוינים,[16  6 10 14 10 24],Hebrew
מקבילים,[13 19  2 10 12 10 24],Hebrew
may,[18 21  9],English
priorities,[17 20 23 24 20 23  1 23 19  4],English
du,[3 6],English
motivated,[18 24  1 23  5 21  1 19  3],English
חורש,[ 8  6 20 21],Hebrew
regularly,[20 19 16  6 25 21 20 25  9],English
administration,[21  3 18 23 13 23  4  1 20 21  1 23 24 13],English
descending,[ 3 19  4  2 19 13  3 23 13 16],English
certificates,[ 2 19 20  1 23 11 23  2 21  1 19  4],English
היכל,[ 5 10 11 12],Hebrew
ala,[21 25 21],English
ואכן,[ 6  1 11 23],Hebrew
alternatively,[21 25  1 19 20 13 21  1 23  5 19 25  9],English
המסך,[ 5 13 15 25],Hebrew
emerald,[19 18 19 20 21 25  3],English
bible,[14 23 14 25 19],English
reviewed,[20 19  5 23 19 29 19  3],English
כמי,[11 13 10],Hebrew
assessing,[21  4  4 19  4  4 23 13 16],English
מיגון,[13 10  3  6 23],Hebrew
developer,[ 3 19  5 19 25 24 17 19 20],English
בסדרה,[ 2 15  4 20  5],Hebrew
il,[23 25],English
viewing,[ 5 23 19 29 23 13 16],English
מגדולי,[13  3  4  6 12 10],Hebrew
בהיותה,[ 2  5 10  6 22  5],Hebrew
collectibles,[ 2 24 25 25 19  2  1 23 14 25 19  4],English
שהמשיכו,[21  5 13 21 10 11  6],Hebrew
muslims,[18  6  4 25 23 18  4],English
las,[25 21  4],English
handed,[10 21 13  3 19  3],English
גופות,[ 3  6 17  6 22],Hebrew
ברוחי,[ 2 20  6  8 10],Hebrew
beside,[14 19  4 23  3 19],English
ניסח,[14 10 15  8],Hebrew
ובזמן,[ 6  2  7 13 23],Hebrew
lucas,[25  6  2 21  4],English
בעיקר,[ 2 16 10 19 20],Hebrew
צרצר,[18 20 18 20],Hebrew
בהכנעה,[ 2  5 11 14 16  5],Hebrew
שאי,[21  1 10],Hebrew
ידעו,[10  4 16  6],Hebrew
להראות,[12  5 20  1  6 22],Hebrew
bound,[14 24  6 13  3],English
distances,[ 3 23  4  1 21 13  2 19  4],English
עזב,[16  7  2],Hebrew
wan,[29 21 13],English
candidates,[ 2 21 13  3 23  3 21  1 19  4],English
chevy,[ 2 10 19  5  9],English
הרכב,[ 5 20 11  2],Hebrew
hits,[10 23  1  4],English
התכונה,[ 5 22 11  6 14  5],Hebrew
investment,[23 13  5 19  4  1 18 19 13  1],English
כספית,[11 15 17 10 22],Hebrew
מתרבה,[13 22 20  2  5],Hebrew
query,[28  6 19 20  9],English
הציבור,[ 5 18 10  2  6 20],Hebrew
stupid,[ 4  1  6 17 23  3],English
additions,[21  3  3 23  1 23 24 13  4],English
layer,[25 21  9 19 20],English
